zip,s_0_5,s_desert
13612,0.0,0.0
13613,0.0,0.0
13614,0.0,0.0
13615,0.0,0.0
13616,0.0,0.0
13617,0.0,0.0
13618,0.0,0.0
13619,0.0,0.0
13620,0.0,0.0
13621,0.0,0.0
13622,0.0,0.0
13623,0.0,0.0
13624,0.0,0.0
13625,0.0,0.0
13626,0.0,0.0
13628,0.0,0.0
13630,0.0,0.0
13632,0.0,0.0
13633,0.0,0.0
13634,0.0,0.0
13635,0.0,0.0
13636,0.0,0.0
13637,0.0,0.0
13638,0.0,0.0
13639,0.0,0.0
13640,0.0,0.0
13641,0.0,0.0
13642,0.0,0.0
13643,0.0,0.0
13645,0.0,0.0
13646,0.0,0.0
13647,0.0,0.0
13648,0.0,0.0
13649,0.0,0.0
13650,0.0,0.0
13651,0.0,0.0
13652,0.0,0.0
13654,0.0,0.0
13655,0.0,0.0
13656,0.0,0.0
13658,0.0,0.0
13659,0.0,0.0
13660,0.0,0.0
13661,0.0,0.0
13662,0.0,0.0
13664,0.0,0.0
13665,0.0,0.0
13666,0.0,0.0
13667,0.0,0.0
13668,0.0,0.0
13669,0.0,0.0
13670,0.0,0.0
13672,0.0,0.0
13673,0.0,0.0
13674,0.0,0.0
13675,0.0,0.0
13676,0.0,0.0
13678,0.0,0.0
13679,0.0,0.0
13680,0.0,0.0
13681,0.0,0.0
13682,0.0,0.0
13683,0.0,0.0
13684,0.0,0.0
13685,0.0,0.0
13687,0.0,0.0
13690,0.0,0.0
13691,0.0,0.0
13692,0.0,0.0
13693,0.0,0.0
13694,0.0,0.0
13695,0.0,0.0
13696,0.0,0.0
13697,0.0,0.0
13699,0.0,0.0
13730,0.0,0.0
13731,0.0,0.0
13732,0.0,0.0
13733,0.0,0.0
13734,0.0,0.0
13736,0.0,0.0
13738,0.0,0.0
13739,0.0,0.0
13740,0.0,0.0
13743,0.0,0.0
13744,0.0,0.0
13746,0.0,0.0
13747,0.0,0.0
13748,0.0,0.0
13750,0.0,0.0
13751,0.0,0.0
13752,0.0,0.0
13753,0.0,0.0
13754,0.0,0.0
13755,0.0,0.0
13756,0.0,0.0
13757,0.0,0.0
13760,0.0,0.0
13774,0.0,0.0
13775,0.0,0.0
13776,0.0,0.0
13777,0.0,0.0
13778,0.0,0.0
13780,0.0,0.0
13782,0.0,0.0
13783,0.0,0.0
13784,0.0,0.0
13786,0.0,0.0
13787,0.0,0.0
13788,0.0,0.0
13790,0.0,0.0
13795,0.0,0.0
13796,0.0,0.0
13797,0.0,0.0
13801,0.0,0.0
13802,0.0,0.0
13803,0.0,0.0
13804,0.0,0.0
13806,0.0,0.0
13807,0.0,0.0
13808,0.0,0.0
13809,0.0,0.0
13810,0.0,0.0
13811,0.0,0.0
13812,0.0,0.0
13813,0.0,0.0
13814,0.0,0.0
13815,0.0,0.0
13820,0.0,0.0
13825,0.0,0.0
13826,0.0,0.0
13827,0.0,0.0
13830,0.0,0.0
13832,0.0,0.0
13833,0.0,0.0
13834,0.0,0.0
13835,0.0,0.0
13838,0.0,0.0
13839,0.0,0.0
13841,0.0,0.0
13842,0.0,0.0
13843,0.0,0.0
13844,0.0,0.0
13846,0.0,0.0
13847,0.0,0.0
13849,0.0,0.0
13850,0.0,0.0
13856,0.0,0.0
13859,0.0,0.0
13860,0.0,0.0
13861,0.0,0.0
13862,0.0,0.0
13863,0.0,0.0
13864,0.0,0.0
13865,0.0,0.0
13901,0.0,0.0
13902,0.0,0.0
13903,0.0,0.0
13904,0.0,0.0
13905,0.0,0.0
14001,0.0,0.0
14004,0.0,0.0
14005,0.0,0.0
14006,0.0,0.0
14008,0.0,0.0
14009,0.0,0.0
14011,0.0,0.0
14012,0.0,0.0
14013,0.0,0.0
14020,0.0,0.0
14024,0.0,0.0
14025,0.0,0.0
14026,0.0,0.0
14027,0.0,0.0
14028,0.0,0.0
14029,0.0,0.0
14030,0.0,0.0
14031,0.0,0.0
14032,0.0,0.0
14033,0.0,0.0
14034,0.0,0.0
14035,0.0,0.0
14036,0.0,0.0
14037,0.0,0.0
14039,0.0,0.0
14040,0.0,0.0
14041,0.0,0.0
14042,0.0,0.0
14043,0.0,0.0
14047,0.0,0.0
14048,0.0,0.0
14051,0.0,0.0
14052,0.0,0.0
14054,0.0,0.0
14055,0.0,0.0
14056,0.0,0.0
14057,0.0,0.0
14058,0.0,0.0
14059,0.0,0.0
14060,0.0,0.0
14061,0.0,0.0
14062,0.0,0.0
14063,0.0,0.0
14065,0.0,0.0
14066,0.0,0.0
14067,0.0,0.0
14068,0.0,0.0
14069,0.0,0.0
14070,0.0,0.0
14072,0.0,0.0
14075,0.0,0.0
14080,0.0,0.0
14081,0.0,0.0
14082,0.0,0.0
14083,0.0,0.0
14085,0.0,0.0
14086,0.0,0.0
14091,0.0,0.0
14092,0.0,0.0
14094,0.0,0.0
14098,0.0,0.0
14101,0.0,0.0
14102,0.0,0.0
14103,0.0,0.0
14105,0.0,0.0
14108,0.0,0.0
14109,0.0,0.0
14111,0.0,0.0
14112,0.0,0.0
14113,0.0,0.0
14120,0.0,0.0
14125,0.0,0.0
14126,0.0,0.0
14127,0.0,0.0
14129,0.0,0.0
14130,0.0,0.0
14131,0.0,0.0
14132,0.0,0.0
14134,0.0,0.0
14135,0.0,0.0
14136,0.0,0.0
14138,0.0,0.0
14139,0.0,0.0
14141,0.0,0.0
14143,0.0,0.0
14145,0.0,0.0
14150,0.0,0.0
14166,0.0,0.0
14167,0.0,0.0
14168,0.0,0.0
14169,0.0,0.0
14170,0.0,0.0
14171,0.0,0.0
14172,0.0,0.0
14173,0.0,0.0
14174,0.0,0.0
14201,0.0,0.0
14202,0.0,0.0
14203,0.0,0.0
14204,0.0,0.0
14206,0.0,0.0
14207,0.0,0.0
14208,0.0,0.0
14209,0.0,0.0
14210,0.0,0.0
14211,0.0,0.0
14212,0.0,0.0
14213,0.0,0.0
14214,0.0,0.0
14215,0.0,0.0
14216,0.0,0.0
14217,0.0,0.0
14218,0.0,0.0
14219,0.0,0.0
14220,0.0,0.0
14221,0.0,0.0
14222,0.0,0.0
14223,0.0,0.0
14224,0.0,0.0
14225,0.0,0.0
14226,0.0,0.0
14227,0.0,0.0
14228,0.0,0.0
14260,0.0,0.0
14261,0.0,0.0
14301,0.0,0.0
14302,0.0,0.0
14303,0.0,0.0
14304,0.0,0.0
14305,0.0,0.0
14411,0.0,0.0
14413,0.0,0.0
14414,0.0,0.0
14415,0.0,0.0
14416,0.0,0.0
14418,0.0,0.0
14420,0.0,0.0
14422,0.0,0.0
14423,0.0,0.0
14424,0.0,0.0
14425,0.0,0.0
14427,0.0,0.0
14432,0.0,0.0
14433,0.0,0.0
14437,0.0,0.0
14445,0.0,0.0
14450,0.0,0.0
14456,0.0,0.0
14464,0.0,0.0
14468,0.0,0.0
14470,0.0,0.0
14472,0.0,0.0
14476,0.0,0.0
14477,0.0,0.0
14478,0.0,0.0
14479,0.0,0.0
14481,0.0,0.0
14486,0.0,0.0
14505,0.0,0.0
14510,0.0,0.0
14516,0.0,0.0
14521,0.0,0.0
14525,0.0,0.0
14526,0.0,0.0
14532,0.0,0.0
14536,0.0,0.0
14537,0.0,0.0
14541,0.0,0.0
14542,0.0,0.0
14544,0.0,0.0
14545,0.0,0.0
14546,0.0,0.0
14556,0.0,0.0
14557,0.0,0.0
14560,0.0,0.0
14561,0.0,0.0
14564,0.0,0.0
14568,0.0,0.0
14569,0.0,0.0
14580,0.0,0.0
14586,0.0,0.0
14589,0.0,0.0
14590,0.0,0.0
14608,0.0,0.0
14609,0.0,0.0
14612,0.0,0.0
14617,0.0,0.0
14621,0.0,0.0
14622,0.0,0.0
14623,0.0,0.0
14625,0.0,0.0
14707,0.0,0.0
14708,0.0,0.0
14709,0.0,0.0
14710,0.0,0.0
14717,0.0,0.0
14720,0.0,0.0
14721,0.0,0.0
14724,0.0,0.0
14726,0.0,0.0
14727,0.0,0.0
14729,0.0,0.0
14731,0.0,0.0
14732,0.0,0.0
14736,0.0,0.0
14740,0.0,0.0
14741,0.0,0.0
14747,0.0,0.0
14767,0.0,0.0
14770,0.0,0.0
14772,0.0,0.0
14774,0.0,0.0
14785,0.0,0.0
14788,0.0,0.0
14805,0.0,0.0
14806,0.0,0.0
